Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
0.8316831683168378,0.44513203520938927,0.3447930475769628,0.330033341882534,0.7042119686752555,1.0
0.83596039603961,0.447052547345959,0.34078656650463984,0.3415234675557835,0.7083084718614696,1.0
0.8388118811881258,0.44065084022405987,0.3374085530515051,0.35103017867829384,0.704688977515219,1.0
0.8370297029703035,0.4294478527607364,0.29091176903814997,0.35624519107463454,0.6943829906187928,1.0
0.8445148514851555,0.4374499866631103,0.28787744881425836,0.36060528340600156,0.7053838370849905,1.0
0.8459405940594129,0.44385169378500944,0.33505179947955044,0.3718902282636573,0.7115244845991402,1.0
0.8388118811881258,0.447052547345959,0.3160013747729168,0.380097460887407,0.7099837834187634,1.0
0.8445148514851555,0.447052547345959,0.299896892031227,0.3790715568094383,0.7133376336113604,1.0
0.8445148514851555,0.45345425446785814,0.28045367506260127,0.3854321620928443,0.7186403972827096,1.0
0.8402376237623832,0.4577220592157909,0.30048608042421565,0.39138240574506283,0.719650168285364,1.0
0.8423762376237693,0.46359029074419844,0.2836942112240389,0.3977943062323673,0.7257710893796392,1.0
0.8316831683168378,0.4758602293945051,0.2838709677419355,0.4067709669145934,0.729582783336181,1.0
0.8316831683168378,0.4801280341424383,0.2800117837678598,0.4149781995383431,0.7331068445872355,1.0
0.8316831683168378,0.49079754601226977,0.27632935631168065,0.42865692057792565,0.7419173573555846,1.0
0.8316831683168378,0.4986929847959458,0.2733834143467374,0.43590664272890484,0.7484374675914349,1.0
0.8316831683168378,0.5110696185649508,0.2733834143467374,0.4447294177994357,0.7586587471944992,1.0
0.8316831683168378,0.5198719658575621,0.26808071880983947,0.4642215952808412,0.7659286125183069,1.0
0.8079207920792149,0.5110696185649508,0.2674915304168508,0.47550654013849697,0.7444306369190357,1.0
0.8174257425742635,0.5202453987730062,0.26984828398880545,0.4822775070530905,0.7576632728916093,1.0
0.8198019801980259,0.5281408375566818,0.2733834143467374,0.4852526288791998,0.7655915684988277,1.0
0.8174257425742635,0.5334755934915978,0.2786861098836353,0.49376763272634,0.7685507484403278,1.0
0.8079207920792149,0.5398773006134969,0.2733834143467374,0.5032059502436521,0.7680791049254476,1.0
0.8079207920792149,0.5479861296345692,0.2936514950655472,0.5105924596050269,0.7747363783366339,1.0
0.8079207920792149,0.5537476660442784,0.3123876859625866,0.5149012567324955,0.7794667245308426,1.0
0.8079207920792149,0.5580154707922111,0.314390926498748,0.5220825852782764,0.7829707801491841,1.0
0.8079207920792149,0.5590824219791943,0.308882015024304,0.5360348807386508,0.7838468067502777,1.0
0.8138613861386199,0.5646839157108561,0.2938086119703444,0.5473198255963068,0.792063311489914,1.0
0.8079207920792149,0.5644171779141107,0.30421760691314365,0.5493716337522441,0.7882270159365303,1.0
0.8079207920792149,0.5667644705254733,0.29530122256591546,0.5448576558091818,0.7901543482029818,1.0
0.8079207920792149,0.5761536409709258,0.30755634114007957,0.5517654099341709,0.797863923096783,1.0
0.8079207920792149,0.5788210189383833,0.30667255855059655,0.5660425750192357,0.8000542149819889,1.0
0.8079207920792149,0.5868231528407577,0.2977084780001261,0.5651998680980466,0.8066252811212888,1.0
0.8079207920792149,0.5868231528407577,0.28772033190946117,0.5698897153116183,0.8066252811212888,1.0
0.8079207920792149,0.5804214457188586,0.30166445721019297,0.579738394460118,0.8013684053515355,1.0
0.8079207920792149,0.5868231528407577,0.3010752688172043,0.5844575532187739,0.8066252811212888,1.0
0.8118811881188259,0.5903796567973649,0.29547797908381207,0.586817132598102,0.8119783666237446,1.0
0.8237623762376378,0.5974926647105896,0.2967545539352877,0.5883559887150551,0.8251541547964689,1.0
0.8079207920792149,0.5974926647105896,0.2846761918790202,0.5970761733777892,0.8153871471279883,1.0
0.8079207920792149,0.5998933048813018,0.2848725880100162,0.6068222621184918,0.8173586369902934,1.0
0.8079207920792149,0.6070952253934383,0.2786861098836353,0.6088740702744293,0.8232732608952542,1.0
0.8079207920792149,0.6142082333066634,0.27711494083566535,0.612635718560318,0.8291150919704493,1.0
0.8079207920792149,0.6086194413748416,0.28289459840498277,0.6185468801524185,0.8245250628302254,1.0
0.801980198019808,0.6070952253934383,0.2733834143467374,0.614260066683765,0.8196075550992763,1.0
0.7936633663366397,0.6092291277674047,0.27951097363381944,0.6160553988202102,0.8162299095186349,1.0
0.8079207920792149,0.6271539077087227,0.2769185447046693,0.6230315465503975,0.8397478040364321,1.0
0.7900990099009961,0.6295012003200853,0.2674915304168508,0.6442677609643497,0.8306090599355036,1.0
0.7841584158415902,0.6271539077087227,0.2674915304168508,0.6440112849448576,0.8250138103352898,1.0
0.7841584158415902,0.6295012003200853,0.2674915304168508,0.6386252885355219,0.8269300264339319,1.0
0.7841584158415902,0.6295012003200853,0.2674915304168508,0.6399076686329828,0.8269300264339319,1.0
0.7841584158415902,0.6295012003200853,0.26218883487995287,0.6423185432162091,0.8269300264339319,1.0
0.7841584158415902,0.6295012003200853,0.2586537045220209,0.6442677609643497,0.8269300264339319,1.0
0.7841584158415902,0.6321685782875432,0.2617469435852114,0.6437548089253653,0.8291075742201812,1.0
0.7710891089108971,0.6428380901573756,0.2679334217115923,0.6483713772762245,0.8297049090484014,1.0
0.758019801980204,0.6487063216857831,0.2685520695242304,0.6488843293152089,0.8263744398381339,1.0
0.758019801980204,0.6508402240597491,0.26607747827367806,0.6628366247755832,0.8281049475450546,1.0
0.758019801980204,0.6508402240597491,0.26607747827367806,0.6679661451654269,0.8281049475450546,1.0
